annex,area,country,fishery,gear,landings,mesh size range,quarter,ICES rectangle,regulated area,regulated gear,species,specon,vessel length,year
IIA,4,ENG,NONE,BEAM,0.0033,>=120,1,40F4,3B2,BT1,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,0.0033,>=120,1,40F5,3B2,BT1,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,0.0468,100-119,1,38F3,3B2,BT2,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,0.2184,100-119,1,38F5,3B2,BT2,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,0.0729,100-119,1,39F3,3B2,BT2,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,0.5993,100-119,1,39F4,3B2,BT2,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,0.0151,100-119,1,40F3,3B2,BT2,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,0.8859,100-119,1,40F4,3B2,BT2,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,0.1514,100-119,1,40F5,3B2,BT2,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,2.5047,100-119,1,40F6,3B2,BT2,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,2.006,80-89,1,31F1,3B2,BT2,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,2.4503,80-89,1,31F2,3B2,BT2,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,14.0728,80-89,1,32F1,3B2,BT2,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,31.6041,80-89,1,32F2,3B2,BT2,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,2.5657,80-89,1,32F3,3B2,BT2,SOL,CPART13B,O15M,2016
IIA,4,ENG,NONE,BEAM,5.4809,80-89,1,33F2,3B2,BT2,SOL,CPART13B,O15M,2016
