annex,area,country,fishery,gear,landings,mesh size range,quarter,ICES rectangle,regulated area,regulated gear,species,specon,vessel length,year
IIA,4,BEL,NONE,BEAM,0.09,>=120,1,32F1,3B2,BT1,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,0.013,16-31,1,31F2,3B2,BEAM,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,15.374,80-89,1,31F1,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,28.18,80-89,1,31F2,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,1.471,80-89,1,31F3,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,6.398,80-89,1,32F1,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,36.631,80-89,1,32F2,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,2.7,80-89,1,32F3,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,0.3,80-89,1,33F1,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,28.074,80-89,1,33F2,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,0.5,80-89,1,33F4,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,0.3,80-89,1,34F2,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,0.4,80-89,1,34F3,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,1.62,80-89,1,36F2,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,1.66,80-89,1,36F3,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,1.9,80-89,1,37F0,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,0.8,80-89,1,37F1,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,BEL,NONE,BEAM,0.38,80-89,1,37F2,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,0.692,16-31,1,37F4,3B2,BEAM,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,0.163,16-31,1,37F5,3B2,BEAM,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,1.537,80-89,1,32F2,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,6.134,80-89,1,33F2,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,0.072,80-89,1,34F2,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,0.041,80-89,1,34F3,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,0.251,80-89,1,35F3,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,0.126,80-89,1,35F4,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,9.928,80-89,1,36F2,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,7.155,80-89,1,36F3,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,12.152,80-89,1,36F4,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,0.487,80-89,1,36F5,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,0.004,80-89,1,36F6,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,0.005,80-89,1,36F7,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,0.003,80-89,1,36F8,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,14.284,80-89,1,37F2,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,3.524,80-89,1,37F3,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,16.797,80-89,1,37F4,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,8.807,80-89,1,37F5,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,0.005,80-89,1,37F7,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,0.007,80-89,1,37F8,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,1.224,80-89,1,38F3,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,0.331,80-89,1,38F4,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,1.165,80-89,1,38F5,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DEU,NONE,BEAM,0.209,80-89,1,39F6,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,DNK,DNK_TBB_DEF_>=120_0_0,BEAM,0.01,>=120,1,42F6,3B2,BT1,SOL,NONE,O15M,2011
IIA,4,DNK,DNK_TBB_DEF_>=120_0_0,BEAM,0.002,>=120,1,43F5,3B2,BT1,SOL,NONE,O15M,2011
IIA,4,DNK,DNK_TBB_DEF_>=120_0_0,BEAM,0.004,>=120,1,43F6,3B2,BT1,SOL,NONE,O15M,2011
IIA,4,DNK,DNK_TBB_DEF_>=120_0_0,BEAM,0.293,>=120,1,43F7,3B2,BT1,SOL,NONE,O15M,2011
IIA,4,ENG,NONE,BEAM,0.8928,80-89,1,32F2,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,ENG,NONE,BEAM,8.6247,80-89,1,33F2,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,ENG,NONE,BEAM,1.8921,80-89,1,34F2,3B2,BT2,SOL,NONE,O15M,2011
IIA,4,ENG,NONE,BEAM,0.049,80-89,1,35F0,3B2,BT2,SOL,NONE,O15M,2011
